"emp_no","last_name","first_name","sex","salary"
76941,"Ferretti","Leandro","M",51809
269685,"Syrotiuk","Mang","F",40000
93099,"Leuchs","Hirochika","M",54283
454249,"Veccia","Heng","M",40000
275648,"Marchegay","Shaz","M",49054
200183,"Kakkar","Berhard","M",40000
41408,"Tokunaga","Mamdouh","F",40000
446227,"Falco","Unal","F",40000
425243,"Sudbeck","Sverrir","M",52550
24282,"Suessmith","Yannis","F",62174
484370,"Reistad","Yuping","M",42836
432089,"Gulla","Irena","M",56890
73339,"Kamble","Leni","M",58140
278382,"Raoux","Masami","F",61487
406294,"Laventhal","Jinya","F",93547
284692,"Cannata","Jagoda","F",40000
457880,"Segond","Chrisa","F",80205
226490,"Maksimenko","Naraig","F",40000
81914,"Flowers","Kokou","F",40000
92116,"Terkki","Mabry","F",51944
297238,"Buchter","Theron","M",49660
407611,"Uhrig","Utz","M",56514
440821,"Veevers","Guoxiang","M",40000
200626,"Hashii","Ramachenga","M",50560
479650,"Casperson","Chuanti","M",40000
203174,"Rajcani","Bogdan","M",43289
27775,"Jakobus","Nalini","M",40000
11763,"Liesche","Yuriy","F",40000
35444,"Bennet","Jeong","F",40000
56900,"Stentiford","Seshu","F",40000
213900,"Denos","Aran","M",62241
253094,"Syrotiuk","Hugh","M",84628
45205,"Hutton","Leif","F",40000
462930,"Vural","Wuxu","M",40000
420700,"Olano","Koldo","F",51956
402542,"Kavraki","Vincent","F",40000
236324,"Setlzner","Hatsukazu","F",42362
90600,"Hainaut","Bokyung","M",57396
107851,"Pocchiola","Arch","F",40000
291126,"Calkin","Subhada","M",40000
471330,"Anido","Stepehn","F",59379
453201,"Garnier","Denis","F",58279
103486,"Shrader","Neelam","M",45652
476598,"Bale","Adil","M",69508
80293,"Puoti","Candida","M",62810
433609,"Crooks","Mayumi","M",56286
108053,"Nilsson","Abdelghani","F",76316
275665,"Rodiger","Ibibia","F",64300
471493,"Chandrasekhar","Wayne","M",40000
298168,"Samarati","Vitali","M",44355
474605,"Ramaiah","Giri","M",40000
101196,"Ramsey","Toshiki","M",47207
451984,"Bamford","Xianlong","F",49782
242580,"Suomi","Aloke","M",68507
290224,"Schoegge","Chinhyun","M",47132
19348,"Vieth","Kiyomitsu","M",73407
42657,"Peir","Jiafu","M",49933
53893,"Rajaraman","Kwan","F",69626
297215,"Serdy","Nathalie","F",52168
72888,"Nitsch","Mario","M",66750
228427,"Rothenberg","Fumitaka","F",40000
203987,"Stanfel","Apostol","M",48202
240988,"Flasterstein","Weidon","F",52688
96259,"Oberman","Lakshmi","M",40000
448680,"Hiyoshi","Alenka","M",50580
10442,"Unno","Volkmar","M",46005
106426,"Uehara","Nathan","M",40000
14215,"Lindqvist","Olivera","F",44791
263979,"Hiraishi","Visit","M",40000
287768,"Pargaonkar","Demos","M",40000
98197,"Soloway","Christ","M",53194
410464,"Gopalakrishnan","Berto","M",46503
414008,"Baja","Chriss","M",44756
66553,"Carrere","Alois","M",40000
493960,"Vecchi","Guozhong","M",71896
249030,"Berendt","Wojceich","M",40000
412584,"Penz","Moto","F",67282
57496,"Pileggi","Lene","F",55321
22813,"Wynblatt","Alair","M",45542
420975,"Nourani","Uwe","F",68957
429464,"Jarecki","Adit","F",40000
291949,"Merle","Marek","M",40000
267345,"Shackel","Bodh","F",40000
466889,"Prenel","Kayoko","F",41349
94297,"Zockler","Mabhin","M",47767
31361,"Danley","Jouko","M",40000
24336,"Basawa","Guiseppe","F",40000
251187,"Valtorta","Martins","F",73735
269287,"Kugler","Goa","M",55825
290299,"Billingsley","Denny","M",58565
408988,"Menyhert","Leaf","F",109394
214242,"Garnham","Ibibia","M",43468
424934,"Crouzet","Rafail","M",44886
488687,"Attimonelli","Mahmut","M",40000
97087,"Bernardinello","Moheb","F",40000
485594,"Sevcikova","Huai","F",40000
241077,"Veccia","Eran","M",69307
418523,"Perna","Adly","M",53104
247205,"Renear","Akhilish","M",40000
26842,"Renear","Youssef","F",58881
104005,"Molenkamp","Ibibia","F",40000
496721,"Ramsay","Spyrose","F",40000
440859,"Hambrick","Youssef","M",40000
272962,"Lorie","Barry","M",50449
242116,"Bennis","Isaac","F",40000
46287,"Scharstein","Khalid","M",40000
442714,"Yetto","Yifei","M",49446
212096,"Garrabrants","Demin","M",58773
106632,"Jeong","Otmar","M",62708
21702,"Camarinopoulos","Muneo","F",74773
73660,"Anily","Takanari","F",40000
405793,"Harllee","Yakkov","M",40000
221915,"Chleq","Tse","F",78357
58506,"Murthy","Takahiro","M",40000
254839,"Greibach","Mana","M",40000
70781,"Perz","Macha","M",40000
64920,"Schauser","Barry","F",74566
279620,"Erbe","Suzette","M",40000
72391,"Anandan","Khue","F",40000
495536,"Hambrick","Ashish","M",40000
200805,"Velasco","Souichi","M",59450
25973,"Cummings","Mitchel","F",40000
284032,"Ranum","Rayond","M",40000
29093,"Lukaszewicz","Mamdouh","M",56416
270181,"Dichev","Renee","F",46718
91676,"Remmele","Niranjan","M",54451
241318,"Kilgour","Khosrow","F",59961
260799,"Dulay","Arup","M",40000
421184,"Demizu","Maia","F",68897
250383,"Beausoleil","Golgen","M",54896
227856,"Shiratori","Shounak","M",40000
12864,"Manders","Khalil","M",58964
54484,"Heuser","Elvis","F",72888
418443,"Baaleh","Hilary","F",48519
82451,"Polupanov","Macha","M",40000
229900,"Iivonen","Zhaofang","M",76987
266694,"Rosis","Rafael","M",54664
420075,"Janocha","Quingbo","M",51136
478012,"Leivant","Mostafa","F",52664
428943,"Schwabacher","Mong","M",40000
488320,"Kaltofen","Tsz","M",40000
46272,"Shiratori","Mong","M",65889
32494,"Magalhaes","Mori","M",40000
472835,"Nooteboom","Uinam","M",40000
16218,"Hambrick","Lidong","M",40000
210384,"Byoun","Maia","M",42363
262707,"Otillio","Luerbio","F",48415
243537,"Pardalos","Jingling","M",99271
217073,"Pezzoli","Howell","M",54205
66858,"Perng","Morris","M",60632
295784,"Codenie","Aiichiro","M",42578
478236,"Jeansoulin","Barna","M",40000
250819,"Huhdanpaa","Tommaso","F",79004
96840,"Olano","Kokou","M",43802
83454,"Nanard","Lech","M",53551
108731,"Zongker","Kazuhide","M",80458
228443,"Bellone","Sigeru","F",56672
242336,"Fendler","Fun","M",59583
428302,"Engelmann","Sanjit","M",70235
408104,"Mitsuhashi","Youpyo","M",40000
262609,"Bael","Shahid","M",65436
101182,"Demeyer","Lenore","M",40000
239041,"Stellhorn","Sudharsan","F",42463
458355,"Syrotiuk","Tzu","M",40000
451862,"Dredge","Mahmut","F",62313
410495,"Mullainathan","Candido","F",67660
228549,"Merks","Gor","M",56138
455616,"Mandelberg","Cordelia","F",40000
55360,"Mitzlaff","Aemilian","M",40000
476961,"Billingsley","Indrajit","F",58234
413887,"Eastman","Jolita","F",64899
474467,"Farrow","Cullen","M",50908
457558,"Wiegley","Horward","M",40829
277422,"Lung","Ohad","M",46452
401807,"Zastre","Barna","F",42997
408363,"Gente","Tsutomu","F",84351
469094,"Calkin","Pranav","F",41165
234341,"Leuchs","Dante","F",40000
264052,"Farris","Youngkon","M",60733
405350,"Servi","Conor","F",62808
457920,"Shiratori","Remzi","F",66404
428871,"Demian","Arve","M",40000
214958,"Carrera","Fatemeh","M",75024
45635,"Chappelet","Sukumar","M",40000
22721,"Besselaar","Lorien","M",72573
32492,"Pehl","Debaprosad","M",52108
44371,"Mapelli","TRUE","F",40000
446689,"Gischer","Chandrasekaran","M",40310
53614,"Hockney","Josyula","M",40000
451582,"Ventosa","Snehasis","M",49112
275741,"Riefers","Anoosh","M",63636
452248,"Halloran","Howell","M",57505
237479,"Comyn","Patricio","F",41618
291156,"Rikino","Aron","F",81337
248768,"Daescu","Lihong","M",40000
407655,"Vendrig","Subir","F",40978
296629,"Schicker","Hugo","F",40000
233884,"Hinsberger","Munenori","M",51119
221117,"Perez","Shahaf","M",40000
482245,"Highland","Kendra","M",44175
262862,"Chvatal","Masanao","F",64810
32776,"Bodoff","Charlene","M",84122
10703,"Baumann","Giri","F",56724
273094,"Akaboshi","Paris","M",41718
464568,"Perry","Leucio","M",40000
18811,"Oxenboll","Cheong","F",59977
275300,"Diderrich","Bodh","F",61541
227026,"Genther","Hongzue","M",71578
94676,"Stavenow","Valery","M",40000
489244,"Kawashima","Leszek","M",61885
21522,"Eiter","Arlette","M",41810
453894,"Thimonier","Pohua","M",49887
412195,"Cappelletti","Honglan","F",70563
229915,"Buchter","Kamran","M",56736
471218,"Selenyi","Ronnie","F",40000
260038,"Malabarba","Ziyad","M",53366
442428,"Goldhammer","Mansur","M",59655
215302,"Billingsley","Chinya","M",40000
43801,"Ozery","Kwok","M",74988
491532,"Kisuki","Rimli","M",40000
85458,"Uludag","Younwoo","M",61856
233825,"Alpay","Suvo","M",40000
24009,"Wuwongse","Aiichiro","M",63231
428980,"Ciolek","Frazer","F",55247
442482,"Mundy","Mark","F",43920
208047,"Sluis","Takahira","F",56423
453157,"Boissier","Mohan","F",73514
59800,"Sinitsyn","Akeno","M",43804
22665,"Rabejac","Arra","M",44807
461354,"Cooke","Mohammed","M",40000
254979,"Standera","Marsal","M",40000
446650,"Billawala","Nigel","M",40000
495383,"Bottner","Tsz","M",40000
44949,"Glinert","Radoslaw","M",64046
61643,"Pulkowski","Honglan","M",44042
248390,"Conti","Pasqua","F",40000
477561,"Cummings","Alois","F",40000
440778,"Genin","Berry","F",40000
249674,"Petereit","Gila","M",82522
401522,"Stifter","Richard","M",94902
415866,"Leonhardt","Rosita","F",61786
24635,"Cochrane","Kyoichi","F",67649
476372,"Erdmenger","Sastry","M",52842
436185,"Axelband","Danny","M",44679
32980,"Dichev","Hitomi","M",40000
294172,"Dengi","Dulce","M",40000
497686,"Feinberg","Xinyu","M",72199
284325,"Chenoweth","Hercules","F",40000
275889,"Cunliffe","Frederique","M",75062
89396,"Sanella","Kwok","F",61436
14147,"Rande","Sasan","M",40000
107504,"Hoppenstand","Shao","F",40000
404940,"McAffer","Reinhard","M",55033
453005,"Khalid","Hitofumi","F",52950
78671,"Rusterholz","Brewster","M",48622
232559,"Vernadat","Ramya","M",54630
221316,"Slutz","Barun","M",52927
474405,"Yurov","Jackson","F",40000
294605,"Liedekerke","Niclas","M",63240
415291,"Demizu","Kolar","F",40000
414062,"Mitchem","Jingling","F",40000
233221,"Mukaidono","Renee","F",58218
442860,"Karunanithi","Dulce","M",85400
444894,"Chleq","Jacqueline","M",55167
70583,"Snedden","Oscar","M",40000
221245,"Bridgland","Oddvar","M",40000
248021,"Roccetti","Abdelaziz","F",40000
77171,"Litvinov","Valery","F",46412
42704,"Reinhart","Fumiko","F",71204
211840,"Silva","Takanari","M",40387
276584,"Shobatake","Toshiki","F",52257
95777,"Muniz","Soenke","M",40000
67133,"Ozeki","Boriana","M",40000
282980,"Hoppenstand","Jingling","F",74648
40237,"Masaki","Stamatina","M",42221
295357,"Jumpertz","Marin","M",45894
80647,"Veevers","George","M",40000
245977,"Tchuente","Theirry","F",40000
64256,"Kamble","Sahrah","F",40000
445063,"Portugali","Syozo","F",40000
472374,"Montemayor","Xuedong","M",95049
298410,"Khasidashvili","Arie","M",79987
467024,"Krider","Akemi","F",40000
415985,"Chimia","Xiadong","M",65786
40771,"Chorvat","Shietung","F",40000
82411,"Shackel","Tomokazu","F",50616
228204,"Crooks","Goa","M",40000
416868,"Cools","Shaowen","M",63427
264061,"Gill","Brigham","M",40000
285183,"Rando","Mingdong","M",61080
482950,"Swab","Tadahiko","F",40000
289297,"Paciorek","Jianwen","M",40000
460068,"Ramsak","Kiyotoshi","M",40000
33756,"Redmiles","Tomofumi","M",59237
98890,"Alpay","Erez","F",76114
40718,"Szemeredi","Subhrajyoti","M",45764
497670,"Benveniste","Sergi","F",40000
20553,"Rosenbaum","Zhilian","M",40000
415044,"Chartres","Fumitaka","F",69613
479017,"Sherertz","Hitofumi","F",40000
91126,"Piazza","Constantijn","F",40000
100178,"Broomell","Haldun","M",91469
401599,"Varker","Erzsebet","F",47502
258131,"Kohling","Souichi","M",94047
409505,"Renear","Marsha","F",53002
425273,"Rajala","Richara","F",43762
280538,"Michaels","Jackson","M",40000
473246,"Birjandi","Manohar","M",40000
421061,"Krogh","Odinaldo","F",43496
72358,"Pouyioutas","Danco","M",82972
448890,"Langford","Sanjai","F",40000
75894,"Gulik","Bernd","F",40000
258295,"Rosti","Susanna","F",66865
498630,"Peot","Babette","M",64694
244405,"Yurek","Dinkar","F",42556
213343,"Holburn","Josyula","M",42452
209976,"Syrzycki","Claude","M",40000
247103,"Kirkerud","Tomoyuki","M",75597
52748,"Peck","Mansur","F",80443
87829,"Etalle","Genki","M",40000
278951,"Montresor","Kristof","M",50260
276561,"Gulik","Rance","F",48308
490349,"Vilarrasa","Cathie","F",40049
42721,"Polajnar","Shuky","F",50426
93396,"Penn","Giap","M",40000
247323,"Godskesen","Shaz","M",46312
247636,"Picel","Jaques","M",58093
209721,"Heemskerk","Shaw","F",64592
469684,"Olano","Arie","F",68932
18718,"Pavlopoulou","Juichirou","M",57582
240169,"Schneeberger","Heping","F",52064
216390,"Keustermans","Sergi","F",40000
98923,"Perri","Kazuyasu","F",69840
15513,"Domenig","Hidekazu","M",76266
77737,"Litecky","Mats","F",51171
437027,"Kumaresan","Kwee","F",40000
223088,"Bahk","Maren","M",44016
418633,"Kawashimo","Uta","M",40000
480565,"Shrader","Barun","M",43874
72506,"Peek","Xuejia","F",59400
201813,"Chachaty","Taizo","F",40000
253850,"Levergood","Bartek","F",40000
470696,"Harllee","Mary","M",40000
262728,"Gecsel","Isaac","M",40000
478407,"Lipner","Mitsuyuki","F",40000
295601,"Denny","Huan","M",40000
274381,"Hemaspaandra","Chirstian","F",44640
31157,"Niizuma","Angus","F",58705
466163,"Kalefeld","Djenana","M",40000
35097,"Kroha","Fusako","F",67185
458907,"DiGiano","Nishit","M",62866
222990,"Facello","Utpal","M",48506
228598,"Mullainathan","Vidar","F",40000
37120,"Masada","Kasidit","M",64839
281508,"Rosay","Arumugam","F",40000
95191,"Weedman","Elzbieta","F",40000
224077,"Litvinov","Hirochika","M",67675
16604,"Rothe","Zhenhua","F",44402
207457,"Thambidurai","Tomoyuki","M",74625
22698,"Ghelli","Lansing","M",42395
284507,"Litzler","Mansur","F",68095
433735,"Welham","George","M",72101
68698,"Ghazalie","Eberhardt","M",48700
450558,"Kusakari","Shih","F",56146
27925,"Pusterhofer","Emdad","F",49431
453076,"Azuma","Gunilla","F",47754
35363,"England","Odoardo","F",61245
420705,"Nations","Yechiam","M",40000
263919,"Falck","Hsiangchu","F",61210
45588,"Yemenis","Xianlong","F",40000
239021,"Foong","Christ","F",74128
418525,"Ellozy","Lakshmi","M",43536
105208,"Grospietsch","Moon","M",53701
413188,"Gammage","Marko","M",48582
461746,"Raczkowsky","Tetsurou","F",68794
238210,"Merel","Florian","M",46110
75196,"Kenevan","Marla","M",42682
227539,"Heemskerk","Marla","F",49628
71112,"Conte","Jingling","F",40000
49718,"Tchuente","Xudong","M",40000
228966,"Crelier","Kensyu","M",40000
56234,"Gecsei","Yongqiao","M",40780
469654,"Khalil","Kitty","F",40000
494809,"Stanger","Mohamadou","M",48194
54250,"Kalafatis","Mary","F",103487
432006,"Maginnis","Weicheng","F",40000
280767,"Syrotiuk","Uma","M",40000
44832,"Chinin","Stella","M",40000
11335,"Plump","Bernd","M",40000
261836,"Hmelo","Mohua","F",42533
472364,"Boyle","Duri","M",40908
47894,"Horswill","Jaideep","M",40000
202934,"Panwar","Evgueni","M",44323
84327,"Jenevein","Udo","M",73496
457725,"Schieder","Nikolaus","M",58260
239465,"Baak","Reinhold","F",63006
259654,"Dehkordi","Pranay","F",40000
217473,"Ramalingam","Ingemar","F",40000
499621,"Khamsi","Jeanna","M",40000
48612,"Biran","Atreyi","M",47215
292927,"Condotta","Hauke","F",88119
31426,"Polajnar","Guozhong","F",40000
261803,"Kowalchuk","Hugh","M",57206
82899,"Baalen","Yagil","M",47033
217436,"Azuma","Rutger","M",51520
71170,"Serdy","Dipayan","F",44427
49173,"Lanteri","Chikara","M",56026
406827,"Greenaway","Remko","M",48140
229707,"Nanard","Yaghout","M",79985
13212,"Boyle","Thodoros","F",94677
425992,"Perz","Adam","F",60063
420760,"Griswold","Volkmar","M",40000
66478,"Kalloufi","Kolar","M",40000
91548,"Zeleznik","Ulf","F",40000
66047,"Melski","Gladys","M",57423
83376,"Chimia","Ekawit","M",69570
443727,"Mitina","Jaewon","M",45976
437417,"Gadepally","Adil","M",57620
435496,"Marletta","Tonia","F",40000
250970,"Boudaillier","KayLiang","F",67510
206474,"Brodie","Feixiong","M",48317
268097,"Erva","Luigi","F",59039
45889,"Chepyzhov","Vidar","F",74462
448624,"Wiegley","Karoline","F",40845
45545,"Bruckman","Along","F",40000
46310,"Shobatake","Thodoros","M",40000
212481,"Simmen","Mingsen","M",40000
234903,"Krone","Shugo","M",40000
216029,"Masand","Vasiliy","M",40000
253177,"Ramsey","Kazuhiko","F",61978
62914,"Murillo","Subhash","F",63238
271330,"Werthner","Phillip","F",42913
50522,"Babu","Hongzhu","F",49791
451117,"Ravishankar","Arra","F",69961
98657,"Brandsma","Kwok","M",91097
432830,"Rosca","Karsten","M",82768
275845,"Swan","Chriss","M",58110
11830,"Snedden","Maya","F",67232
32547,"Rebaine","Maria","F",56061
248943,"Majewski","Domenico","M",40000
108676,"Angot","Alassane","M",40000
241491,"Gyimothy","Heon","M",48483
290702,"Conte","Beshir","M",64537
101095,"Gonthier","Masanao","M",40000
474156,"Kushner","Sukumar","F",50039
269117,"Basart","Pranav","M",60009
248591,"Begiun","Marko","F",40000
493076,"Baer","Fox","M",69473
266066,"Bahk","Koldo","F",50166
91816,"Puoti","Van","F",45995
416826,"Gniady","Mack","M",55331
444680,"Koshino","Arnould","M",65366
439601,"Lammel","Hercules","F",45847
90778,"Kaiserswerth","Leucio","F",40000
246058,"Antonisse","Jiang","M",40000
451002,"Bahk","Fumino","M",40442
250615,"Bael","Zhanqiu","M",45751
271024,"Cairo","Byong","F",80539
253556,"Hanratty","Sarita","M",43361
29449,"Jiang","Yuqun","M",40000
94366,"Conia","Kensei","M",45840
94013,"Landherr","Susanna","M",61465
491939,"Veeraraghavan","Deborah","M",53185
24199,"Bach","Iara","M",43068
414777,"Falster","TRUE","F",40000
264789,"Birjandi","Hilary","M",40000
291501,"Delgrande","Fumitaka","M",64477
424069,"Thorelli","Lena","M",80167
245682,"Perin","Qunsheng","F",56659
84519,"Picco","Nikolaos","M",54918
498788,"Ghandeharizadeh","Jiong","M",40000
40008,"Nittel","Yucai","M",40000
466169,"Sullins","Uriel","F",72479
16476,"Huttel","Mitsuyuki","F",40000
296536,"Zeilberger","Vitaly","F",65859
87325,"Hertweck","Adib","M",47538
451455,"Wallrath","Supot","F",55515
56703,"England","Angus","M",49810
265159,"Glowinski","Shawna","M",40195
246684,"Schaad","Tadahiro","M",40000
248729,"Heyers","Bedrich","F",65802
436654,"Dehkordi","Juichirou","F",40000
420453,"Vidya","Uta","F",68278
99398,"Haraldson","Mikhail","M",46361
88298,"Vidya","Shuji","M",54552
472360,"Ranon","Sashi","M",40000
232664,"Showalter","Hisao","M",40000
461341,"Bach","Murthy","F",40000
417662,"Halloran","Tuval","M",64948
230578,"Matzel","Chiradeep","F",40000
220209,"Baek","Ravishankar","M",46170
274244,"Piancastelli","Alair","M",40000
423228,"Polupanov","Jacopo","M",81000
23097,"Morrey","Kerhong","M",55384
51101,"Frijda","Toong","M",57659
495084,"Keohane","Junichi","M",40833
445319,"Luce","Rafail","M",86731
65717,"Vickson","Shaowen","F",43859
244659,"Swiss","Tuval","F",81384
49478,"Perna","Gor","F",85561
12348,"Rahimi","Krister","M",70107
437308,"Honglei","Leni","F",73077
412617,"Jiafu","Jiang","M",40000
211003,"Kulisch","Iara","F",46733
444082,"Weisert","Matt","M",40000
435968,"Erva","Emdad","M",40000
83246,"Gire","Zhongwei","M",48831
282244,"Birch","Uno","F",67831
70788,"Selvestrel","Nechama","M",40000
221582,"Chappelet","Magy","F",40000
36916,"Danlos","Aleksandar","F",57107
39423,"Przulj","Tiina","F",40000
44955,"Kawashima","Aram","F",53874
476695,"Weisert","Adly","M",79938
82896,"Jahnichen","Gererd","M",40000
482414,"Czap","Hatim","F",67245
407733,"Valtorta","Susumu","M",40000
244296,"Mansanne","Wuxu","M",47002
228532,"Katalagarianos","Yakkov","F",40000
78051,"Matheson","Chriss","F",53903
216796,"Lenart","Uno","M",52153
494762,"Olano","Sanjai","F",84371
402961,"Krzyzanowski","Zhenbing","M",43145
275548,"Biron","Mansur","F",40000
15945,"Larfeldt","Hauke","M",57717
213496,"Syrzycki","Heeju","F",58093
206922,"Wilfing","Hugh","F",96887
207361,"Baca","Christophe","F",62539
416570,"Lampe","Janche","F",47822
88494,"Ritzmann","Aksel","F",83192
69726,"Binkley","Rafael","F",53683
298426,"Dahlbom","Shirish","F",40261
216569,"Malabarba","Stepehn","M",75065
423542,"Rodite","Marin","F",47284
18914,"Lupu","Dharmaraja","M",42161
58694,"Kragelund","Kasidit","M",55884
424557,"Karcich","Renny","F",43943
35313,"Peres","Pranay","M",56052
18607,"Ozeri","Zita","F",64182
447878,"Steenbeek","Oksana","M",59987
463965,"Christ","Jahangir","F",82785
423026,"Serra","Shem","F",53542
237419,"Trachtenberg","Bernd","F",53503
16200,"Aloia","Eldridge","M",40000
289201,"Pelz","Teruyuki","M",50735
436555,"Cronin","Shih","F",43848
490332,"Luef","Tse","M",40000
208090,"Luca","Shen","F",40000
401156,"Kaltofen","Berthier","M",66061
248003,"Setlzner","Alassane","M",40000
39317,"Rahier","Khatoun","F",56963
69395,"Peha","Kyoichi","M",70924
451979,"Caine","Hairong","M",48049
238429,"Lanteri","Amabile","M",50103
237097,"Maginnis","Hirochika","M",62007
262778,"Cusworth","Filipp","F",40000
210991,"Schreiter","Satoru","M",49724
61900,"Itschner","Sreenivas","F",40000
273454,"Katalagarianos","Hatsukazu","M",62351
30060,"Snedden","Lakshmi","M",69625
67314,"Ponthieu","Mariusz","M",40000
17162,"Keohane","Jessie","F",53213
24620,"Boguraev","Mori","M",48346
92039,"Remmers","Ulf","M",53773
203059,"Nergos","Hatsukazu","F",49969
498428,"Raney","Mats","M",40000
28497,"Stanfel","Lijie","M",48265
20574,"Lakshmanan","Guenter","F",40000
247350,"Vieri","Parviz","M",69974
268881,"Koyama","Shawna","F",40000
254783,"Yamaashi","Aris","M",42145
452331,"Ghelli","Halsur","M",40000
256967,"Seiwald","Byong","M",40000
92617,"Yoshizawa","Marsal","F",40000
441016,"Puoti","Nakhoon","F",67472
200652,"Ruemmler","Sudhanshu","M",41484
412482,"Barvinok","Zine","M",83232
283446,"Basawa","Bedir","F",40000
211546,"Polajnar","Kristen","M",40000
53230,"Nittel","Holgard","F",40000
488300,"Anily","Huiqun","M",40000
98124,"Cannata","Sachio","F",49132
465611,"Lenart","Dzung","F",58141
291447,"Lalonde","Unal","M",62146
47468,"Conia","Yakichi","F",70735
294385,"Swiss","Kristian","M",43785
41096,"Kroha","Ranga","M",47598
201107,"Garnier","Aleksandar","M",59032
435378,"Nilsson","Mong","M",45690
218242,"Capobianchi","Steve","M",55946
459047,"Felcyn","Isamu","F",78544
447627,"Hainaut","Percy","M",44753
242784,"Wallrath","Aloys","F",51801
57539,"Zeleznik","Seshu","M",40000
14241,"Ranze","Zhonghui","F",55280
240579,"Itschner","Kenton","M",40155
499480,"Silva","Kankanahalli","M",65851
75567,"Gimarc","Gill","M",40000
459731,"Shumilov","Tristan","M",44848
421346,"Hiyoshi","Abdelkader","M",70731
430460,"Ishibashi","Susanta","M",40000
235013,"Gajiwala","Ferdinand","F",40009
64493,"Steenbeek","Mats","F",47231
222679,"Gihr","Serif","M",49058
237987,"Zucker","Parke","M",62450
488187,"Chinin","Tesuro","M",40000
226712,"Gniady","Oksana","F",47389
447037,"Guting","Haldon","F",40000
100151,"Vesel","Martine","M",41704
431795,"Hartvigsen","Cristinel","M",73096
28320,"Alpin","Kendra","M",40000
27615,"Hutton","Tokuyasu","M",61394
410637,"Bellmore","Sadok","F",69356
405118,"Vecchio","Zhigen","F",52072
10220,"Fasbender","Kish","F",58883
282010,"Dalphin","Ingmar","F",91057
496589,"VanScheik","Candido","F",40000
100612,"Talmon","Subir","M",53632
426579,"Anily","Odinaldo","F",40000
479429,"Bridgland","Utz","M",54500
56315,"Borovoy","Kauko","M",40000
447839,"Serov","Arto","M",49339
470088,"Brookner","Henk","M",40000
61279,"Ritcey","Domenick","F",75802
427830,"Duclos","Yuping","M",50042
230033,"Kandlur","Kristinn","M",40000
35940,"Kriebel","Quingbo","M",59504
98002,"Munoz","Halsur","M",71433
90205,"Wissmann","Sivanarayana","F",57620
415015,"Pokrovskii","Anyuan","M",40000
84953,"Dolinsky","Perry","M",40000
421822,"Rodham","Mario","M",55356
437532,"Emden","Eran","F",48779
489406,"Muniz","Jordanka","M",40000
19770,"Einsfeld","Fabrizio","M",64993
226350,"Alencar","Kiam","M",57211
226837,"Hopewell","Maik","F",41953
108210,"Pashtan","Tesuro","F",40000
23054,"Ballarin","Ranga","F",44444
458340,"Henders","Olivera","M",40000
242858,"Hanratty","Mohammed","F",72644
455048,"Petersohn","Maik","M",47121
446433,"Syang","Pranas","F",40000
272897,"Erde","Gila","M",40000
401031,"Butner","Xumin","F",40000
267475,"Khalid","Bedrich","F",40000
460537,"Olano","Shrikanth","F",40000
443141,"Butterworth","Bingning","F",57694
91113,"Begiun","Goncalo","M",80500
84260,"Boreale","Gunilla","M",53415
35982,"Dehkordi","Mabo","M",49486
57188,"Juneja","Taiji","F",40000
416798,"Boreale","Oldrich","M",40000
434841,"Varley","Lein","F",40000
233675,"Back","Kerryn","F",40000
427544,"Kalsbeek","Kristin","F",48250
18448,"Bazelow","Rosine","M",44353
10101,"Heyers","Perla","F",66591
428186,"Aloisi","Ortrun","M",40000
475359,"Kroft","Chinya","F",59467
93179,"Radivojevic","Kwee","M",40000
406516,"Lamba","Juyoung","M",57949
464616,"Casperson","Volkmar","M",70286
252034,"Roccetti","Zvonko","M",77161
46124,"Barinka","Shunichi","M",57654
451832,"Majewski","Leah","F",40234
268656,"Copas","Gaetan","F",88455
206804,"Pokrovskii","Uinam","F",58123
420128,"Dalton","Shim","M",45601
446358,"Provine","Gian","M",40000
460646,"Pollacia","Baziley","M",44644
456046,"Sifakis","Chikako","M",59117
493515,"Bade","Volkmar","F",40000
88938,"Detkin","Rosine","M",58097
66202,"Giveon","Kolar","M",51614
464300,"Gischer","Tonia","M",40049
456270,"Schoegge","Nimmagadda","F",52299
70494,"Busillo","Aimee","M",94246
21141,"Farrag","Ohad","M",51317
61617,"Munawer","Hilary","F",40000
201943,"Peral","Aruna","M",59402
450959,"Kusalik","Premsyl","M",59372
29565,"Binding","Reinhard","F",70414
42457,"Meszaros","Sajjan","M",52575
222403,"Lyonns","Djenana","M",40000
413703,"Mullainathan","Aran","M",42838
200288,"Kisuki","Masoud","M",58462
217491,"Eppinger","Harjit","M",40000
478312,"Reghbati","Satosi","M",45639
208950,"Strehl","Behnaam","F",45374
432299,"Keohane","Kenton","M",52759
498042,"Egerstedt","Ayakannu","M",55161
19794,"Danecki","Kellyn","M",58004
82019,"Lupu","Kazuhito","M",40000
299566,"Bala","Parviz","M",54631
273520,"Garrabrants","Gao","F",59308
432008,"Masada","Golgen","M",71108
434018,"Benner","Kousuke","M",40000
264504,"Mitzlaff","Arun","M",46710
446004,"Trelles","Dinah","M",51440
271576,"Marquardt","Kirk","F",62563
29545,"Redmiles","Patricio","M",40000
78969,"Eterovic","Dietrich","F",56430
200649,"Gammage","Zorica","M",61287
466876,"Homond","Sanjay","M",68210
85631,"Murtagh","Munehiro","M",62085
254708,"Businaro","Xiaopeng","M",40000
